id,flood_id,country,language_detected,url,page_title,text_snippet,pipeline_prediction,flood_term_hits,label,notes
11,11,,por,https://diariodabaixada.com.br/sancionada-lei-que-reduz-mensalidades-da-rede-privada-de-ensino-durante-a-pandemia/,SANCIONADA LEI QUE REDUZ MENSALIDADES DA REDE PRIVADA DE ENSINO DURANTE A PANDEMIA – Diário da Baixada,"O presidente da Assembleia Legislativa do Maranhão, deputado Othelino Neto (PCdoB), anunciou, na tarde desta quinta-feira (14), em suas redes… [ … ]
O presidente da Assembleia Legislativa do Maranhão, deputado Othelino Neto (PCdoB), anunciou, na tarde desta quinta-feira (14), em suas redes sociais, a sanção governamental da Lei 11.259/20, referente ao Projeto de Lei 088/20, que determina a redução",pipeline_yes,1,0,
12,81,,spa,https://www.larepublica.co/economia/exoneraciones-tributarias-beneficios-que-ofrece-armenia-para-invertir-en-la-ciudad-3254783,"Exoneraciones tributarias, principal beneficio que le ofrece Armenia a los inversionistas","MI SELECCIÓN DE NOTICIAS
Noticias personalizadas, de acuerdo a sus temas de interés
El turismo, las tecnologías de la información y logística son algunos de los sectores priorizados para realizar promoción de inversión
En el Foro LR 'Armenia – Quindío, el mejor destino para invertir en Colombia' se destacaron las virtudes que le puede ofrecer la ciudad a los inversionistas para abrir su operacione",pipeline_yes,1,0,
13,11,,por,https://brasil.elpais.com/brasil/2018/12/12/internacional/1544632291_405038.html?rel=listapoyo,O excêntrico multimilionário que desafia a hegemonia esquerdista no Uruguai | Internacional | EL PAÍS Brasil,"Mais informações
Em meio a um clima de apatia, o Uruguai se prepara para as eleições-chave que definirão a substituição de dirigentes dentro da situacionista Frente Ampla (FA) e porão à prova a estabilidade do sistema uruguaio em uma região convulsa, com o surgimento de fenômenos novos e até mesmo exóticos, como a pré-candidatura de um bilionário totalmente desconhecido, Juan Sartori, casado com a",pipeline_yes,1,0,
14,81,,spa,https://www.larepublica.co/analisis/jose-david-name-cardozo-507206/agilizar-la-reglamentacion-3916959,Agilizar la reglamentación,"MI SELECCIÓN DE NOTICIAS
Noticias personalizadas, de acuerdo a sus temas de interés
Contra viento y marea, y después de varios intentos, logramos la aprobación de la Ley de Vapeadores y Cigarrillos Electrónicos o Ley Antitabaco 2.0 (Ley 2354 del 2024), sancionada el pasado mes de mayo por el Presidente de la República. Ahora el nuevo reto que enfrenta la normativa es su pronta regulación para que ",pipeline_yes,1,0,
15,43,,eng,https://www.texastribune.org/2001/05/14/a-biennial-power-surge/,A Biennial Power Surge | The Texas Tribune,"The powers of state officeholders ebb and flow with the calendar. The end of the legislative session is when the governor's powers peak, when the comptroller has one last moment of leverage, when budgeteers' prospects are in bloom and when the lieutenant governor and the speaker of the House bring their full powers over the legislative agenda to bear. If you see legislative supplicants standing in",pipeline_no,1,0,
16,92,,eng,https://www.baltimoresun.com/bs-bz-condo-market-20140425-story.html,Plan for Four Seasons condos takes tentative step forward - Baltimore Sun,"Plan for Four Seasons condos takes tentative step forward
The developer of Harbor East has dipped its toes back into Baltimore's tenuous condominium market, presenting the city with new plans for long-stalled luxury residences atop the Four Seasons Hotel.
The design calls for 63 condominiums instead of the roughly 150 initially envisioned in a project that the developer said still could be scrappe",pipeline_no,1,0,
17,255,,eng,http://www.kktv.com/blogs/talkweather/27697784.html,Gustav Gets... BIG!,"As we predicted, Gustav became quite large overnight. If you visited me at the State Fair, you know I had been watching Gustav intently. I had also been telling people that I thought it would explode in a very short period of time, and boy did it ever. Going from a relatively weak hurricane, to an extremely dangerous Category 4. Top sustained winds are 145 mph, with gusts to 170 mph! We expect Gus",pipeline_no,2,1,
18,253,,spa,http://www.elfinancierocr.com/negocios/Moyo-Yogurt-locales_0_212978736.html,Moyo Yogurt tendrá 10 locales en el 2013 en Costa Rica - El Financiero,"La franquicia mexicana de heladerías Moyo Yogurt espera contar con 10 locales en Costa Rica al finalizar el 2013.
Así lo confirmó a EF, la administradora del negocio en el país, Elisa Hidalgo, quien indicó que la más reciente apertura se llevará a cabo en los próximos días en un espacio de 70 metros cuadrados en el centro de comercios y oficinas Avenida Escazú.
El plan de expansión de Moyo incluir",pipeline_no,1,0,
19,81,,eng,https://thebogotapost.com/festival-estereo-picnic-2023-a-look-back/51522/,Festival Estéreo Picnic 2023: A Look Back,"Festival Estéreo Picnic 2023 brought more than 100 artists, bands, and DJs to a rain-soaked field just outside Bogotá for four days of music (and mud). We were right there amongst the 135,000 revellers swept up in the ‘mundo distinto’ – here’s how it unfolded.
Festival Estéreo Picnic 2023 was the most ambitious event yet. Organisers amped up the diary to include a fourth day for the first time in ",pipeline_yes,1,0,
20,61,,spa,https://gestion.pe/economia/empresas/intercorp-inretail-inretail-pharma-inkafarma-mass-jokr-interbank-cual-es-su-estrategia-para-seguir-creciendo-mientras-su-target-sufre-noticia/,Intercorp | InRetail | InRetail Pharma | Inkafarma | Mass | Jokr | Interbank | ¿Cuál es su estrategia para seguir creciendo mientras su ‘target’ sufre? | ECONOMIA | GESTIÓN,"En el corto plazo, Intercorp, liderado por Carlos Rodríguez Pastor, se enfrenta a un reto: adaptar su esencia corporativa tras casi 30 años de haber adquirido su piedra angular: Interbank. Desde entonces el grupo siempre tuvo a la clase media emergente como su prioridad. Gracias a ello hoy tiene más de 100 empresas bajo su control.
Sin embargo, ese conjunto poblacional sufre el golpe de una larga ",pipeline_no,1,0,
21,79,,por,https://www.seculodiario.com.br/economia/nao-paga-toda-agressao-que-e-feita-zpe-em-aracruz-preocupa-moradores/,'Não paga toda agressão que é feita': ZPE em Aracruz preocupa moradores - Século Diário,"Conselho autorizou mudança de local da Zona de Processamento para atender a empresas
O recente movimento do Grupo Imetame, autorizado pelo Conselho Nacional das Zonas de Processamento de Exportação (CZPE) a transferir a localização da ZPE em Aracruz, no norte do Espírito Santo, reforça os questionamentos sobre os impactos socioambientais da expansão dos empreendimentos industriais no território, j",pipeline_no,2,0,
22,79,,por,http://www2.cemaden.gov.br/14042018-previsao-de-risco-geo-hidrologico/,14/04/2018 – Previsão de Risco Geo-Hidrológico – Cemaden,"Neste sábado (14/04), o cenário de risco de eventos hidrológicos e/ou movimentos de massa para os municípios monitorados no Brasil é apresentado a seguir:
- Região Nordeste: Maranhão, Piauí, Ceará, Rio Grande do Norte, Paraíba, Pernambuco, Alagoas, Sergipe e Bahia.
Há previsão de continuidade de pancadas de chuva no centro-norte dos estados do Maranhão, Piauí e Ceará com intensidade moderada a for",pipeline_no,7,0,
23,228,,spa,https://www.alcalorpolitico.com/informacion/columnas.php?idcolumna=17476&c=9,Senadores - Mira Política - Al Calor Político,"SENADORES
EN BAJO PERFIL... En los últimos días, cientos de personas que pertenecen a diversas organizaciones, entre ellas las de familiares de desaparecidos, se han manifestado y bloquean los accesos de la sede senatorial, para así exigirles a estos representantes populares -o sea del pueblo y no del mandatario nacional- que reconsideren la inminente desaparición de Fideicomisos, entre ellos el d",pipeline_no,1,0,
24,255,,eng,http://www.krdo.com/5-simple-tips-to-save-at-gas-pump/20438964?item=0,5 simple tips to save at gas pump | Home  - Home,"With seemingly everybody offering up money-saving gas tips these days, you're forgiven if the advice tends to leak out like gas from an overflowing stuck gas pump.
But, no worries, it's easy to fill 'er up again. After all, many of the most basic ways to save money at the pump probably wouldn't shock or surprise anyone.
If you have a driver's license, it's a safe bet that somewhere along the way y",pipeline_no,1,0,
25,252,,spa,http://www.elpais.com.uy/informacion/numero-muertos-rutas-sube-accidente-canelones.html,Número de muertos en rutas sigue subiendo: otro accidente fatal en Canelones | Noticias Uruguay y el Mundo actualizadas - Diario EL PAIS Uruguay,"salinas
Número de muertos en rutas sigue subiendo: otro accidente fatal en Canelones
Esta mañana un auto y una camioneta chocaron a la altura del kilómetro 37.500 de la ruta Interbalnearia. Una mujer y un hombre murieron.
Esta mañana un nuevo accidente ocurrió en la ruta Interbalnearia y la cifra que hasta ayer indicaba que los muertos en siniestros en rutas nacionales eran 18, se elevó a 20.
Segú",pipeline_yes,1,0,
26,11,,por,https://g1.globo.com/ac/acre/noticia/2021/03/12/rio-envira-volta-a-transbordar-em-feijo-e-atinge-mais-de-27-mil-pessoas-no-interior-do-ac.ghtml,"Rio Envira volta a transbordar em Feijó e atinge mais de 2,7 mil pessoas no interior do AC | Acre | G1","Rio Envira volta a transbordar em Feijó e atinge mais de 2,7 mil pessoas no interior do AC — Foto: Arquivo/Corpo de Bombeiros
O nível do Rio Envira também voltou a subir e há dias três dias está novamente acima da cota de transbordo, que é de 12 metros, na cidade de Feijó, no interior do Acre. O manancial marcou 13,51 metros na medição das 6h desta sexta-feira (12), são 10 centímetros a mais em 24",pipeline_yes,10,1,
27,235,,eng,http://www.propublica.org/about/pr-new-team-apr16-2008,ProPublica Announces Additional News Hires - About Us - ProPublica,"ProPublica Announces Additional News Hires
Prize-Winning Reporters Join New Investigative Group
New York, NY (April 16, 2008)— ProPublica, a non-profit newsroom producing journalism in the public interest, today announced further additions to its news staff. Eric Umansky, former “Today’s Papers” columnist for Slate, is senior writer and will become the lead daily contributor to ProPublica’s enhanc",pipeline_no,1,0,
28,11,,por,https://brasil.elpais.com/acervo/2019-08-21/,Notícias do dia 21 de agosto de 2019 | Edição Brasil no EL PAÍS: o jornal global,"Agentes mataram 194 pessoas em julho em todo o Estado, segundo dados oficiais. É a maior cifra para um mês desde 1998. Governo Witzel já assumiu 1.075 mortes de janeiro a julho deste ano
Executiva nacional do partido arquivou dois pedidos de expulsão do ex-senador. ""PSDB escolheu o lado errado. Quem perdeu foi o Brasil"", comentou o governador de São Paulo
Planalto contradiz Onyx e diz que Bolsonar",pipeline_yes,1,0,
29,81,,spa,https://www.larepublica.co/economia/riesgos-del-sector-electrico-en-colombia-3724528,La energía eléctrica se puede poner hasta 11% más costosa por los riesgos del sector,"MI SELECCIÓN DE NOTICIAS
Noticias personalizadas, de acuerdo a sus temas de interés
El sector de energía eléctrica enfrenta riesgos como el fenómeno de El Niño, el alto precio en bolsa y los problemas financieros de las comercializadoras
Exministros de Minas y Energía, así como líderes gremiales y expertos, han advertido por una crisis en el sector de energía eléctrica, por una tormenta perfecta q",pipeline_yes,1,0,
30,11,,por,https://brasil.elpais.com/acervo/2019-12-24/,Notícias do dia 24 de dezembro de 2019 | EL PAÍS Brasil,"Encapuzados identificados com o fascismo reivindicam o atentado. “Eles não estão sós. É um ódio que tem sido pregado na mídia conservadora e no Congresso”, diz Gregório Duvivier
Encapuzados identificados com o fascismo reivindicam o atentado. “Eles não estão sós. É um ódio que tem sido pregado na mídia conservadora e no Congresso”, diz Gregório Duvivier
Maduro põe em andamento uma operação para su",pipeline_yes,1,0,
31,13,,spa,https://www.eje21.com.co/2010/11/yo-juan-manuel-santos-tambin-soy-colombia/,"Yo, Juan Manuel Santos, también soy Colombia - Eje21","Yo, Juan Manuel Santos, también soy Colombia
En el lanzamiento de la jornada ‘Colombia Humanitaria’, el Mandatario hizo un llamado a los ciudadanos y a la comunidad internacional para que se solidaricen con los afectados por el invierno en el país.
“Les hago un llamado a todos los colombianos a que nos unamos, porque unidos vamos a poder salir de esa tragedia de la mejor forma posible. Muchos colo",pipeline_no,1,1,
32,229,,eng,http://www.kvia.com/news/when-children-are-involved-immigration-process-changes/26447340,When children are involved immigration process changes | News  - Home,"ABC-7 is starting to hear from viewers concerned about the cost of dealing with more than 250 undocumented immigrants sent to El Paso.
Shelters across the Rio Grande Valley saw an overflow of immigrants from Central America and those migrants were sent to the Sun City.
One viewer wanted to know why these families, most of them with children, are not simply put on a plane and sent back to Central A",pipeline_no,1,0,
33,11,,por,https://brasil.elpais.com/brasil/2018/12/12/internacional/1544632291_405038.html,O excêntrico multimilionário que desafia a hegemonia esquerdista no Uruguai | Internacional | EL PAÍS Brasil,"Mais informações
Em meio a um clima de apatia, o Uruguai se prepara para as eleições-chave que definirão a substituição de dirigentes dentro da situacionista Frente Ampla (FA) e porão à prova a estabilidade do sistema uruguaio em uma região convulsa, com o surgimento de fenômenos novos e até mesmo exóticos, como a pré-candidatura de um bilionário totalmente desconhecido, Juan Sartori, casado com a",pipeline_yes,1,0,
34,11,,por,https://piaui.folha.uol.com.br/fronteira-e-um-pais-estrangeiro/,Arrabalde: Parte III_A fronteira é um país estrangeiro,"Por que tantos se embrenham na floresta onde ainda não há segurança, saúde, energia, educação, Estado, nada
JOÃO MOREIRA SALLES
Robert R. Schneider é uma dessas pessoas que dão a sensação de estar à vontade consigo mesmas, o que nele talvez seja efeito de uma convicção serena, jamais expressa com arrogância, de que fez bem o seu trabalho. Schneider só fala de si quando instado, preferindo dar o cr",pipeline_no,1,0,
35,79,,por,"https://www.em.com.br/app/noticia/gerais/2020/01/15/interna_gerais,1114609/saiba-em-quais-novos-lotes-da-backer-foram-encontrados-dietilenoglicol.shtml",Saiba em quais novos lotes da Backer foram encontrados dietilenoglicol e monoetilenoglicol - Gerais - Estado de Minas,"Belorizontina L2 1354
Belorizontina L2 1348
Capixaba L2 1348
Belorizontina L2 1197
Belorizontina L2 1604
Belorizontina L2 1455
Belorizontina L2 1464
Na semana passada, laudo da Polícia Civil de Minas Gerais (PCMG) também apontou contaminação no lote L1 1348. A indústria foi interditada pelo órgão federal na sexta-feira (10) até que mostre condições seguras de funcionamento. O Mapa também determino",pipeline_yes,1,0,
36,79,,por,https://www.folhape.com.br/economia/ao-reduzir-pobreza-bolsa-familia-melhora-pib-do-pais-diz-ministro/404793/,"Ao reduzir pobreza, Bolsa Família melhora PIB do país, diz ministro - Folha PE","O ministro do Desenvolvimento e Assistência Social, Família e Combate à Fome, Wellington Dias, disse nesta terça-feira (15) que os efeitos benéficos do Bolsa Família vão muito além da retirada de dezenas de milhões de pessoas da pobreza, ajudando, ao mesmo tempo, a economia local nos mais diversos municípios, resultando no crescimento do Produto Interno Bruto (PIB) do país.
Para Wellington Dias, o",pipeline_yes,1,0,
37,81,,spa,https://www.larepublica.co/analisis/german-eduardo-vargas-2793262/bvc-esa-no-es-una-bolsa-3703282,BVC: ¿esa no es una bolsa?,"MI SELECCIÓN DE NOTICIAS
Noticias personalizadas, de acuerdo a sus temas de interés
Aunque era una obviedad, JP Morgan apenas advirtió que la Bolsa de Valores de Córdoba siempre fue insustancial en Colombia, y, cruzando fronteras, nuestra mediocre economía usualmente es excluida porque ni siquiera le da la talla a las emergentes.
Durante la Gran Depresión, Magritte elaboró una magistral crítica a ",pipeline_yes,1,0,
38,258,,spa,https://www.elfinancierocr.com/economia-y-politica/panama-el-pais-amigo-que-le-cerro-las-puertas-a/J7MCI3OC75B47G5T6QRKVW23YE/story/,"Exportaciones ticas de carne, lácteos y banano a Panamá se derrumban | El Financiero","Las relaciones entre Costa Rica y Panamá han sido históricamente de buenos vecinos, pero en los últimos dos años el vínculo entre ambos países pasa por un impasse en el ámbito comercial.
Desde mediados del 2020 el gobierno panameño mantiene medidas restrictivas a las exportaciones costarricenses de siete productos: lácteos, cárnicos, fresa, piña, plátano, banano y tomate. Una barrera comercial que",pipeline_no,1,0,
39,252,,spa,http://www.elpais.com.uy/que-pasa/playas-bichos-dudas-organismos-costas.html,"Playas, bichos y dudas | Noticias Uruguay y el Mundo actualizadas - Diario EL PAIS Uruguay","vea el video
Playas, bichos y dudas
Que a Fulano le picó un agua viva o que apareció un bagre sapo. Las redes sociales han potenciado el temor en bañistas. Lo cierto es que este verano las costas recibieron curiosos visitantes.
Los bagres que aguaron la fiesta a 30 bañistas del este
Unas decenas de bañistas consultaron el jueves en las emergencias médicas de Maldonado. Los pacientes eran en su may",pipeline_yes,2,0,
40,79,,por,https://folhams.com.br/2025/02/18/atendimento-aos-ribeirinhos-no-pantanal-e-aliado-especial-de-pesquisa-sobre-mudancas-climaticas-na-saude/,Atendimento aos ribeirinhos no Pantanal é aliado especial de pesquisa sobre mudanças climáticas na saúde | Folha MS,"Consolidado como um marco na saúde pública brasileira em 2024, levando assistência e inovação para comunidades ribeirinhas do Pantanal, o Projeto NAVIO (Navegação Ampliada para a Vigilância Intensiva e Otimizada) finalizou sua terceira missão no início deste mês.
A iniciativa percorreu o trajeto de Ladário a Porto Murtinho, levando assistência médica, odontológica, vacinação, exames e ações de vig",pipeline_yes,1,0,
41,252,,spa,http://www.carasycaretas.com.uy/telefe-bajara-de-youtube-a-avenida-brasil/,¿Telefe “bajará” de YouTube a “Avenida Brasil”? – Caras y Caretas,"Que “Avenida Brasil” es un éxito total y absoluto en la pantalla de Telefe, nadie lo discute. El canal de las pelotitas arriesgó una millonaria suma de dinero para comprar las “latas”, y la apuesta le salió bien. Con picos de 17 puntos de rating, y logrando ser lo más visto del día en reiteradas oportunidades, la novela, que se emite a la hora de la merienda en el canal de Pavón, es sin dudas todo",pipeline_yes,2,0,
42,11,,por,https://www.poder360.com.br/congresso/povo-quer-saber-dos-r-600-nao-dos-cheques-de-r-89-mil-diz-andre-janones/,"‘Povo quer saber dos R$ 600, não dos cheques de R$ 89 mil’, diz André Janones | Poder360","Em seu 1º mandato na Câmara, o deputado André Janones (Avante-MG) atravessa o que considera ser 1 momento de “abismo“. Enquanto bate recordes de audiência nas redes sociais, enfrenta dificuldades na articulação política dentro da Casa.
“Abismo. Essa é a palavra. A dificuldade de articulação e adesão que eu tenho dentro da Câmara com os colegas é inversamente proporcional à que tenho no meu eleitor",pipeline_yes,1,0,
43,11,,por,https://brasil.elpais.com/brasil/2019/03/09/internacional/1552165859_193724.html?rel=mas,"Venezuela, um país na escuridão | Internacional | EL PAÍS Brasil","Mais informações
Neste sábado, a Venezuela estava há quase dois dias sem luz e no escuro há vários anos. Grande parte do país entrou em colapso devido ao apagão de quinta-feira, 7. Na madrugada de sexta-feira para sábado algumas cidades, incluindo a capital, Caracas, recuperaram o fornecimento de luz. O que parecia ser o fim de horas de incerteza, desespero e cansaço, foi apenas um breve interregn",pipeline_yes,2,0,
44,253,,spa,http://www.crhoy.com/hija-de-whitney-houston-llora-por-la-muerte-de-su-madre/,Hija de Whitney Houston llora por la muerte de su madre | Crhoy.com,"Bobbi Kristina Brown, hija de la cantante Whitney Houston de 18 años, fue ingresada al Hospital Cedars-Sinai de Los Ángeles, publicó la página estadounidense TMZ.
Aunque las autoridades aún no confirman la versión, al parecer la hija de Houston está devastada por la muerte de su madre, y policías de Beverly Hills la encontraron llorando en la habitación donde murió la artista.
Por su parte, Us Mag",pipeline_no,1,0,
45,252,,spa,http://www.lr21.com.uy/economia?utm_source=redirects&utm_medium=www.lared21.com&utm_campaign=301_Redirects,Economía - Noticias Uruguay LARED21,"ACLARACIÓN
RECURSOS
La Comisión Sectorial de Descentralización del Congreso Nacional de Intendentes realizó una primera evaluación sobre los daños que han ocasionado los fenómenos climáticos en todo el país,...
FMI
En las últimas hora se conoció el informe del FMI: “Perspectivas económicas. Las Américas”. En el mismo, el organismo internacional prevé que, en el futuro previsible, el crecimiento en",pipeline_yes,2,1,
46,42,,fra,https://www.acadienouvelle.com/mon-opinion/2021/01/26/les-fantasmes-nucleaires/,Fantasmes nucléaires,"Fantasmes nucléaires
J’ai lu l’article Petits réacteurs nucléaires, planche de salut pour l’économie du N.-B.? avec un certain amusement. Le journaliste Justin Dupuis a dressé un portrait intéressant des dirigeants de jeunes entreprises de l’industrie nucléaire aux fantasmes débridés. L’un d’eux est à décider s’il doit construire son usine de réacteurs nucléaires près de Saint-Jean ou de Dalhousie",pipeline_no,1,0,
47,13,,spa,https://www.eje21.com.co/2010/12/fernando-mancera-aspira-a-la-alcalda-de-manizales/,Fernando Mancera aspira a la alcaldía de Manizales - Eje21,"Fernando Mancera aspira a la alcaldía de Manizales
Recuerden que en las pasadas elecciones para alcaldía Mancera (foto) estuvo a punto de pegarles el susto de su vida a los promotores de la campaña del actual alcalde, Juan Manuel Llano. Valga decir, doña Adriana Gutiérrez y Luis Emilio Sierra, los socios de la nueva coalición que manda en Manizales y pretende entronizarse en Caldas.
¿Lo respaldarí",pipeline_no,4,0,
48,79,,por,https://folhams.com.br/2024/09/24/operacao-da-pf-combate-contrabando-de-migrantes-bolivianos-para-trabalho-escravo-no-brasil/,Operação da PF combate contrabando de migrantes bolivianos para trabalho escravo no Brasil | Folha MS,"A Polícia Federal deflagrou nesta terça-feira (24) a Operação Libertad, com o objetivo de desmantelar um grupo criminoso especializado no contrabando e tráfico de migrantes bolivianos para fábricas clandestinas de confecção. Os trabalhadores, submetidos a condições análogas à escravidão, eram aliciados por meio de redes sociais e rádios online.
Durante a operação, foram cumpridos 36 mandados de bu",pipeline_yes,1,0,
49,79,,por,https://www.a12.com/academia/noticias/lancamento-o-milagre-de-teresa-de-pe-joaozinho,"Lançamento: O Milagre de Teresa, de Pe. Joãozinho","Pe. João Carlos Almeida, SCJ, membro da Academia Marial, é o autor de O milagre de Teresa, que conta a impressionante história de fé e devoção que transformou Madre Teresa em Santa, e conta o milagre ocorrido na Baixada Santista, na região metropolitana de São Paulo, em 2008, que foi decisivo para a sua canonização marcada para o dia 4 de Setembro de 2016.
Sinopse
Madre Teresa de Calcutá é definid",pipeline_yes,1,0,
50,11,,por,https://www.cartacapital.com.br/economia/seis-brasileiros-tem-a-mesma-riqueza-que-os-100-milhoes-mais-pobres/,Seis brasileiros têm a mesma riqueza que os 100 milhões mais pobres - CartaCapital,"Um novo relatório da ONG britânica Oxfam a respeito da desigualdade social no Brasil mostra que os seis brasileiros mais ricos concentram a mesma riqueza que os 100 milhões de brasileiros mais pobres. Os dados estão no relatório A Distância Que Nos Une, lançado nesta segunda-feira 25 pela Oxfam Brasil.
A conclusão tem origem em um cálculo feito pela própria ONG, que compara os dados do informe Glo",pipeline_no,1,0,
51,42,,fra,https://www.acadienouvelle.com/actualites/2023/01/26/la-tempete-sestompe-apres-avoir-paralyse-le-nouveau-brunswick/,La tempête s’estompe après avoir paralysé le Nouveau-Brunswick,"La tempête s’estompe après avoir paralysé le Nouveau-Brunswick
Les Néo-Brunswickois ont goûté aux caprices de dame nature jeudi.
Neige parfois forte, poudrerie, pluie, vents forts étaient au menu météo durant la journée, forçant la fermeture des écoles de la province, de nombreux commerces et entreprises et rendant les conditions routières périlleuses par endroit et par moment.
Environnement Canad",pipeline_yes,2,1,
