"id","flood_id","country","event_location","event_date","language_detected","url","domain","page_title","text_snippet","pipeline_prediction","flood_term_hits","impact_term_hits","location_term_hits","word_count","label","notes"
"11","2","Brazil","Bahia state","2022-11-29","por","https://exame.com/brasil/bolsonaristas-estimulam-motim-apos-morte-de-pm-na-bahia/","exame.com","Bolsonaristas estimulam motim após morte de PM na Bahia | Exame","Bolsonaristas estimulam motim após morte de PM na Bahia Apoiadores do presidente Jair Bolsonaro usaram nesta segunda-feira, 29, a morte do soldado da PM da Bahia Wesley Soares Goes — abatido na véspera por colegas de corporação após um surto em frente ao Farol da Barra, em Salvador — para criticar medidas de isolamento social determinadas pelo governador Rui Costa (PT) e estimular um motim. Em cerca de quatro horas de negociação, Goes havia disparado diversas vezes para o alto enquanto gritava palavras de ordem e foi abatido após atirar contra policiais. Nas redes sociais, as hashtags #Surtou …","pipeline_yes","2","4.0","1","766","0"," [auto-relabeled: no flood keywords]"
"12","4","Panama","El Cacao, Tonosí Centro, El Manantial, Pueblo Nuevo, La Nestlé, La Rabelo, El Bado, Bongo, and Villa Bonita (Los Santos province); Corinth, Bois drorange, and Grande Riviere in Gros Islet Districts (Herrera province)","2022-11-18","spa","https://www.prensa.com/locales/Virzi-vinculado-escandalo-Riegos-Tonosi_0_4220578029.html","prensa.com","Felipe 'Pipo' Virzi, vinculado al escándalo de Riegos de Tonosí | La Prensa Panamá","La Fiscalía Tercera Anticorrupción –a cargo de Zuleika Moore– ordenó el jueves pasado congelar, al menos, 40 cuentas bancarias vinculadas al exvicepresidente de la República y empresario Felipe Alejandro Pipo Virzi, señalado también como miembro del llamado círculo cero del exgobernante Ricardo Martinelli. La acción fue tomada en medio de las investigaciones que adelanta la fiscalía por la supuesta comisión de delitos contra la administración pública en perjuicio del Ministerio de Desarrollo Agropecuario (Mida), tras el contrato fallido del Sistema de Riegos de Tonosí, en la provincia de Los S…","pipeline_yes","2","1.0","2","1267","0"," [auto-relabeled: no flood keywords]"
"13","2","Brazil","Bahia state","2022-11-29","por","https://noticias.r7.com/brasilia/alckmin-anuncia-ex-ministros-parlamentares-e-ate-advogado-de-lula-para-transicao-veja-nomes-16112022","noticias.r7.com","Alckmin anuncia ex-ministros, parlamentares e até advogado de Lula para transição; veja nomes  - Notícias - R7 Brasília","Vice-presidente eleito e coordenador da transição, Geraldo Alckmin (PSB) Marcelo Camargo/Agência BrasilO vice-presidente eleito e coordenador da equipe de transição, Geraldo Alckmin (PSB), anunciou, nesta quarta-feira (16), novos integrantes de grupos técnicos que farão parte da transição dos governos. Alckmin anunciou nomes para os grupos de Agricultura; Ciência; Comunicação; Desenvolvimento Agrário; Desenvolvimento Regional; Justiça e Segurança Pública; Meio Ambiente; Minas e Energia; Pesca; Povos Originários; Previdência Social; Relações Exteriores; Saúde; Trabalho; Transparência, Integrida…","pipeline_boundary","2","","1","3929","0",""
"14","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://diariodelhuila.com/271-municipios-afectados-por-las-lluvias/","diariodelhuila.com","271 municipios afectados por las lluvias","En el periodo comprendido entre el 15 de septiembre y el 12 de noviembre de 2021, 34 personas han perdido la vida por cuenta de estos eventos, 37 personas heridas y cuatro continúan desaparecidas, según un informe que dio a conocer Gestión del Riesgo de Desastres. Por cuenta de los 428 eventos asociados a las fuertes precipitaciones, que se han presentado en el país, se han registrado afectaciones en 271 municipios de 27 departamentos. Indica el reporte que 9.763 familias equivalentes a 35.711 personas han resultado afectadas. Así mismo, 34 personas han perdido la vida por cuenta de estos even…","pipeline_yes","3","2.0","1","205","1",""
"15","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.rutasdelconflicto.com/notas/no-hay-evidencias-el-m-19-o-petro-fueran-los-autores-del-secuestro-asesinato-gloria-lara","rutasdelconflicto.com","No hay evidencias de que el M-19 o Petro fueran los autores del secuestro y asesinato de Gloria Lara | Rutas del Conflicto","No hay evidencias de que el M-19 o Petro fueran los autores del secuestro y asesinato de Gloria Lara Desde hace varios años circulan en redes sociales, como Facebook y Twitter, publicaciones que aseguran que el candidato del Pacto Histórico y el grupo guerrillero en el que militó, el M-19, son los responsables de este crimen. Las pruebas apuntan la autoría a una banda delincuencial. El crimen quedó en la impunidad. Hace casi cuarenta años, exactamente el 23 de junio de 1982, Gloria Lara, quien entonces se desempeñaba como directora nacional de Integración y Desarrollo de la Comunidad, una enti…","pipeline_yes","2","2.0","2","3595","0"," [auto-relabeled: no flood keywords]"
"16","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.semana.com/actualidad/articulo/dos-geoportales-revelan-los-conflictos-entre-megaproyectos-y-ecosistemas-estrategicos/43846/","semana.com","Dos geoportales revelan los conflictos entre megaproyectos y ecosistemas estratégicos","La ley de Transparencia y Acceso a la Información en Colombia pone los datos públicos a disposición de cualquier ciudadano, de forma libre y sin restricciones. Sin embargo, esto no siempre se cumple, mucha información no se actualiza, se encuentra fragmentada en diferentes instituciones y llegar a ella suele ser un trabajo dispendioso y hasta especializado. Todos estos problemas se juntan cuando las comunidades desean obtener información sobre megaproyectos mineros, energéticos, de hidrocarburos o viales. Cuatro sectores priorizados por el Plan Nacional de Desarrollo y cuyas obras, muchas vece…","pipeline_yes","5","1.0","2","1932","0"," [auto-relabeled: no flood keywords]"
"17","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://grist.org/accountability/the-historic-claims-that-put-a-few-california-farming-families-first-in-line-for-colorado-river-water/","grist.org","The historic claims that put a few California farming families first in line for Colorado River water | Grist","This story was originally published by ProPublica, a nonprofit newsroom that investigates abuses of power, and was co-published with The Desert Sun. Craig Elmore’s family history is the stuff of Westerns. His grandfather, John Elmore, a poor son of a Missouri preacher, arrived in California’s Imperial Valley in 1908 and dug ditches to deliver water to homesteaders. Thanks to his marriage to a citrus magnate’s daughter, reputed good fortune as a gambler, and business acumen, he amassed the Elmore Desert Ranch, part of roughly 12,000 acres that two branches of the family still farm. All that lan…","pipeline_boundary","3","","1","3364","0",""
"18","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://tylerpaper.com/2025/07/05/hill-country-flooding-heres-how-to-give-and-receive-help/?utm_rs=AP_XCO9tXfoSdi9TRDTK4MJOw","tylerpaper.com","Hill Country flooding: Here’s how to give and receive help | Tyler Morning Telegraph","Hill Country flooding: Here’s how to give and receive help Published 11:02 pm Saturday, July 5, 2025 The Texas Hill Country is reeling after a devastating flood with a confirmed death toll of 43 as of Saturday afternoon. The Kerr County’s sheriff’s office said the victims include 28 adults and 15 children. Rescue efforts are still underway as authorities search for 27 girls who went missing from Camp Mystic, a long-running Christian camp. With families turning to social media for answers, officials warn the full scope of the disaster may not be known yet. Texas still faces flood threats as off…","pipeline_yes","8","13.0","2","1599","1",""
"19","2","Brazil","Bahia state","2022-11-29","eng","https://www.oxfam.org/en/press-releases/six-fold-increase-people-suffering-famine-conditions-pandemic-began","oxfam.org","Six-fold increase in people suffering famine-like conditions since pandemic began | Oxfam International","11 people are likely dying every minute from hunger, now outpacing COVID-19 fatalities, warns Oxfam A new Oxfam report today says that as many as 11 people are likely dying of hunger and malnutrition each minute. This is more than the current global death rate of COVID-19, which is around seven people per minute. The report, ""The Hunger Virus Multiplies"" says that conflict remains the primary cause of hunger since the pandemic, pushing over half a million people into famine-like conditions ―a six-fold increase since 2020. Overall, 155 million people around the world are now living in crisis le…","pipeline_boundary","4","","1","2105","0",""
"20","6","United States of America","Kerr county (Texas)","2025-07-04","eng","http://www.miaminewtimes.com/best-of-miami/2002/people-and-places/best-political-miscalculation-6350685","miaminewtimes.com","BEST POLITICAL MISCALCULATION 2002 | Best of Miami: City Guide for Entertainment, Dining, More","Hurling a household object at your wife + cavorting with tawdry Latin bombshells = successful re-election. You have to hand it to the City of Miami. Faced with the daunting task of persuading voters to pass yet another bond issue to improve the same parks the city had failed to improve after two previous bond issues, commissioners were wringing their hands over this difficult sales job. Then terrorists felled the World Trade Center in New York. And then letters spiked with anthrax began circulating in the mail. And then city officials came up with a bright idea. The bond issue's name was chang…","pipeline_yes","4","6.0","8","31425","0"," [auto-relabeled: no flood keywords]"
"21","2","Brazil","Bahia state","2022-11-29","por","https://www.ibahia.com/colunistas/ibahia-sobre-rodas-com-fabio-cota/porsche-inaugura-primeiro-showroom-na-bahia","ibahia.com","Porsche inaugura primeiro showroom na Bahia","A Porsche estreia no mercado baiano. Dando prosseguimento ao plano de expansão de atividades no Brasil, que inclui a abertura de novos pontos de vendas e os sucessivos lançamentos de novos produtos, a fabricante alemã de carros superesportivos desembarcará em Salvador pelas mãos do Grupo Bamaq, que já atua como concessionário autorizado Porsche em Belo Horizonte. A fundação da Bamaq data de 1974 e sua sede fica em Contagem (MG). O Grupo representa marcas de equipamentos pesados em 12 Estados do Norte e Nordeste, com um total 15 lojas. Com o Espaço Porsche Salvador, um showroom temporário que f…","pipeline_boundary","2","","1","434","0",""
"22","4","Panama","El Cacao, Tonosí Centro, El Manantial, Pueblo Nuevo, La Nestlé, La Rabelo, El Bado, Bongo, and Villa Bonita (Los Santos province); Corinth, Bois drorange, and Grande Riviere in Gros Islet Districts (Herrera province)","2022-11-18","eng","https://www.thepanamanews.com/2017/10/cd-back-to-its-roots-as-a-family-business/","thepanamanews.com","CD, back to its roots as a family business | The Panama News","Roux wins the CD delegate elections, seems set to take the party back to its old status by Eric Jackson A major political party would not only be a contender for national political power. It would be expected to survive the physical or political demise of its top leader. It would stand for something in most people’s eyes, whether or not they agree with that something. It would be something that its members would rather not destroy. In some countries, minor parties stand for a belief system, a segment of society or some sort of subculture. Not so in Panama. Here the small parties are businesses…","pipeline_yes","2","2.0","2","1519","0"," [auto-relabeled: no flood keywords]"
"23","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.elespectador.com/ambiente/amazonas/la-crisis-ambiental-de-los-humedales-de-la-capital-del-amazonas/","elespectador.com","La crisis ambiental de los humedales de la capital del Amazonas | EL ESPECTADOR","A finales del año pasado un grupo de investigación de la Universidad Nacional terminaba de realizar una investigación sobre el estado actual de 26 humedales urbanos y suburbanos en la ciudad y el municipio. La ingeniera ambiental María José Arias, quien participó en el estudio, explica los tres motivos principales que los afectan: la mala planificación urbanística, la concentración de residuos sólidos y la piscicultura o crianza de peces, que en algunos casos concentra especies no nativas. La investigación fue integrada por profesores y estudiantes de la Universidad y por investigadores radica…","pipeline_boundary","2","","1","1312","0",""
"24","2","Brazil","Bahia state","2022-11-29","por","https://oglobo.globo.com/blogs/lauro-jardim/post/2022/08/tse-investiga-bolsonaro-por-ataques-as-urnas-em-reuniao-com-diplomatas-redes-terao-que-apagar-videos.ghtml?utm_source=globo.com&utm_medium=oglobo","oglobo.globo.com","TSE investiga Bolsonaro por ataques às urnas em reunião com diplomatas; redes terão que apagar vídeos | Lauro Jardim | O Globo","O ministro Mauro Campbell Marques, corregedor-geral da Justiça Eleitoral, iniciou na terça-feira uma investigação eleitoral sobre a reunião em que Jair Bolsonaro atacou, em julho, as urnas eletrônicas brasileiras diante de diplomatas de 72 países, em julho. Ele também determinou que vídeos da ocasião sejam removidos da internet, em 24 horas, por Facebook, Instagram, Youtube e EBC. A decisão atende a um pedido do PDT, de Ciro Gomes, no processo em que a sigla requer a apuração do episódio e a posterior impugnação da chapa de Bolsonaro e de seu vice, Braga Netto. As empresas estão sujeitas a mul…","pipeline_yes","3","6.0","1","2120","0"," [auto-relabeled: no flood keywords]"
"25","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.cronicadelquindio.com/index.php/noticias/region/cerca-de-1000-millones-para-recuperar-tramo-de-la-via-principal-a-cordoba","cronicadelquindio.com","Cerca de $1.000 millones para recuperar tramo de la vía principal a Córdoba - La Crónica del Quindí­o - Noticias Quindí­o, Colombia y el mundo","Autor : Andrés Ramos Gámez Los trabajos en la banca como en otros sectores de la región iniciarían a finales del primer semestre de 2021 o comienzos del segundo. Entre 900 y 1.000 millones de pesos sería la inversión para recuperar la calzada del paso hacia el municipio de Córdoba que cedió debido a la intensidad del río Verde producto de la ola invernal de principios de vigencia. Así lo anunció el gobernador del Quindío, Roberto Jairo Jaramillo Cárdenas, quien además resaltó que aspira a que se pueda empezar a intervenir a finales del primer semestre de 2021 o comienzos del segundo. “Se llevó…","pipeline_boundary","2","","1","869","0",""
"26","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://wtop.com/?nid=25&sid=1552388","top.com","WTOP | Washington’s Top News | DC, MD & VA News, Traffic & Weather","WTOP | Washington’s Top News | DC, MD & VA News, Traffic & Weather || Weather || Flash Flood Warning issued for parts of DC area || Updated || Boil water advisory in effect for Prince George's Co. towns after water main break || 2 hours ago || Take a look inside Dulles Airport’s upcoming concourse || 4 hours ago || Politics makes dating tough for Gen Z, poll shows || 4 hours ago || Ex-robber turned Georgetown law professor convicted of domestic violence || 2 hours ago || Wednesday's dramatic lightning display featured 26,000 strikes across the region || July 19 || Montgomery County Fire and Re…","pipeline_yes","7","7.0","7","2133","1",""
"27","2","Brazil","Bahia state","2022-11-29","eng","https://www.care.org/news-and-stories/press-releases/venezuela-is-experiencing-what-could-be-the-worst-crisis-in-its-recent-history/","care.org","Venezuela facing what could be the worst crisis in its recent history - CARE","CARE is appealing for $4 million to meet the immediate needs of those in need in Venezuela and its borders. QUITO (August 22, 2018) — The humanitarian crisis in Venezuela and its neighboring countries continues to deteriorate dramatically as millions of Venezuelans continue to flee the country in search of safety and a better life. “The recent political tensions between Venezuela and Colombia had a great impact on those who are trying to cross the borders to Colombia, Ecuador and Brazil and are trapped in dire conditions,” says Alexandra Moncada, CARE’s country director in Ecuador, where more …","pipeline_boundary","3","","1","630","0",""
"28","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.eje21.com.co/2010/04/gobierno-pide-a-gobernadores-y-alcaldes-activar-plan-de-contingencia-para-enfrentar-ola-invernal/","eje21.com.co","Gobierno pide a gobernadores y alcaldes activar plan de contingencia para enfrentar ola invernal - Eje21","Gobierno pide a gobernadores y alcaldes activar plan de contingencia para enfrentar ola invernal Bogotá, 16 abr.El Gobierno Nacional hizo un llamado este viernes a los alcaldes y gobernadores, para que activen los planes de contingencia y emergencia, con el fin de contrarrestar los efectos de la ola invernal, que ya afectan varias poblaciones del país. El Ministerio del Interior y de Justicia reportó que la primera temporada invernal del año, deja hasta el momento 6 muertos, 13 heridos, 9 mil 160 personas afectadas, 8 viviendas destruidas y mil 767 averiadas. “La temporada invernal ha afectado…","pipeline_yes","2","6.0","1","174","1",""
"29","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://www.accuweather.com/?partner=accuweather","accuweather.com","Local, National, & Global Daily Weather Forecast | AccuWeather","Top Stories Weather News Camp Mystic, site of deadly Texas flooding, is in 'Flash Flood Alley' 7 hours ago Weather News ‘Oh my God, we’re floating’: What people faced in amid Texas floods 5 hours ago Weather Forecasts Flash flood threat to continue in central Texas into midweek 4 hours ago Weather News How torrential flooding wrought tragedy at girls camp in Texas 12 hours ago Severe Weather Flooding downpours, severe thunderstorms to mitigate heat in East 26 minutes ago Featured Stories Travel FAA investigating part of a Delta Air Lines wing fell onto a driveway 4 days ago Health Three hospit…","pipeline_yes","5","1.0","1","157","1",""
"30","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","eng","https://reliefweb.int/report/colombia/colombia-floods-dref-bulletin-no-mdrco002-update-no-1","reliefweb.int","Colombia: Floods DREF Bulletin No. MDRCO002 Update No. 1 - Colombia | ReliefWeb","The Federation's mission is to improve the lives of vulnerable people by mobilizing the power of humanity. It is the world's largest humanitarian organization and its millions of volunteers are active in 185 countries. In Brief Period covered by this update: 17 August to 15 October 2007. History of this Disaster Relief Emergency Fund (DREF)-funded operation: - CHF 172,000 was allocated from the Federation's Disaster Relief Emergency Fund (DREF) on 17 August, 2007 to respond to the needs of this operation. - This operation is expected to be implemented for 3 months, and will be completed by 17 …","pipeline_boundary","6","","1","1514","0",""
"31","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://wtop.com/?sid=237272&nid=25&PHPSESSID=8ef944bbc01196ca5a18777ed286b950","top.com","WTOP | Washington’s Top News | DC, MD & VA News, Traffic & Weather","WTOP | Washington’s Top News | DC, MD & VA News, Traffic & Weather || Weather || Flash Flood Warning issued for parts of DC area || Updated || Boil water advisory in effect for Prince George's Co. towns after water main break || 2 hours ago || Take a look inside Dulles Airport’s upcoming concourse || 4 hours ago || Politics makes dating tough for Gen Z, poll shows || 4 hours ago || Ex-robber turned Georgetown law professor convicted of domestic violence || 2 hours ago || Wednesday's dramatic lightning display featured 26,000 strikes across the region || July 19 || Montgomery County Fire and Re…","pipeline_boundary","7","","7","2133","0",""
"32","3","Colombia","Bogotá area; North Santander department; La Calera municipality (Cundinamarca Department)","2022-11-14","spa","https://www.cruzrojacolombiana.org/construccion-de-paz-y-doctrina/proteccion/linea-en-la-tematica-de-la-desaparicion/proyecto-missing-acuerdo-operativo-cruz-roja-colombiana-y-comite-internacional-de-la-cruz-roja-2019/","cruzrojacolombiana.org","Proyecto Missing – Acuerdo Operativo Cruz Roja Colombiana y Comité Internacional de la Cruz Roja 2019","Objetivo: Continuar proceso de fortalecimiento en el conocimiento y capacidad de respuesta de la Cruz Roja Colombiana ante las necesidades de los familiares de personas desaparecidas en Colombia a raíz del conflicto armado, otras situaciones de violencia, migración, desastres naturales u otras situaciones humanitarias, en articulación con el programa Restablecimiento del Contacto entre Familiares de la Cruz Roja Colombiana y el Comité Internacional de la Cruz Roja. Partes involucradas: - Comité Internacional de la Cruz Roja - Cruz Roja Colombiana Fecha de inicio y terminación: 01 de enero de 2…","pipeline_yes","2","1.0","2","209","0"," [auto-relabeled: no flood keywords]"
"33","6","United States of America","Kerr county (Texas)","2025-07-04","eng","https://www.climatecentral.org/climate-matters/rising-seas-flooding-coasts-2023","climatecentral.org","Rising Seas, Flooding Coasts | Climate Central","Climate Matters•September 27, 2023 Rising Seas, Flooding Coasts KEY CONCEPTS As sea levels rise, flooding is becoming more common along U.S. coasts, where about 30% of the population lives. High tide flooding can occur in the absence of heavy rainfall or storms, and the effects can be disruptive, dangerous, and costly for coastal communities. The annual frequency of high tide flooding in the U.S. has more than doubled since 2000 — and is projected to more than triple again by 2050 as sea levels continue to rise. According to NOAA outlooks for 2023, the annual risk of high tide flooding is expe…","pipeline_boundary","11","","1","1344","0",""
"34","5","Trinidad and Tobago","Bamboo #2, Valsayn South, Real Spring Gardens, Kelly Village, Madras Road and El Carmen, St. Helena","2022-11-26","eng","https://odpm.gov.tt/node/1493","odpm.gov.tt","PUBLIC ADVISORY #2 - RECOVERY EFFORTS IN FULL GEAR | Office of Disaster Preparedness and Management - ODPM","You are here PUBLIC ADVISORY #2 - RECOVERY EFFORTS IN FULL GEAR The Office of Disaster Preparedness and Management (ODPM) would like to express our deepest condolences to the family of Mrs. Theresa Lynch, who unfortunately lost her life while attempting to cross a swollen watercourse in Lopinot. We extend our condolences to her relatives and friends during this difficult time. We also would like to thank all of the response agencies and volunteers who supported the rescue mission. The Trinidad and Tobago Meteorological Service (TTMS) has discontinued the Adverse Weather and Riverine Flood Aler…","pipeline_yes","13","6.0","2","1164","1",""
"35","2","Brazil","Bahia state","2022-11-29","por","http://www2.cemaden.gov.br/05082016-previsao-de-risco-geo-hidrologico/","2.cemaden.gov.br","05/08/2016 – Previsão de risco geo-hidrológico – Cemaden","Previsão de riscos geo-hidrológicos para as próximas 24 horas – sexta-feira (05/08/2016) Nesta sexta-feira (05/08/2016), o cenário de risco de eventos de inundação e/ou movimentos de massa para as regiões do Brasil é apresentado a seguir: - Região Nordeste: Bahia. A previsão meteorológica indica chuvas isoladas no litoral sul da Bahia e na Região do Recôncavo, com possibilidade BAIXA de abertura de alertas de riscos geo-hidrológicos para a região. - Região Sul: Rio Grande do Sul. Há previsão de pancadas de chuva para o estado do Rio Grande do Sul, com possibilidade de maiores acumulados nos se…","pipeline_boundary","5","","1","173","0",""
